message_type,sender_address,receiver_address,amount,transaction_flag,message_length
normal,0x3891a58c094a1272cbac4a64b8896d4633861cb9,0x952498277988ec618f283121ac6ea11b770b3b4b,10.8244,1,92
scam,0x8436308c509474aaf5e660fa84ce852f0b83744c,0x4885e30de3a1eba2bc9f6702c236d22238ce1961,6.4293,1,190
normal,0x03bed7365f637975bd58f9ae2bf7ac8eecbbfade,0xa30b61856ce264295712bbe296738492326d9031,5.7185,1,121
normal,0x0e8bfef4b354a41f505fbb4a7266df05c2efa1a3,0x4ec23ce00765201a6ea6e0f6f836efd66ac7f686,5.9217,1,142
normal,0xc05a0f3da54ccce9608510630bc5bf929220a69a,0x12059c7c3916a6190ec6b58a2d61df306a294fe2,13.0771,1,163
begging,0xb2628f69a40ef4fcd8b9c516359437b166de451a,0x720cb154a730daf4a36d52c3d78a77652501e87f,1.1217,0,64
scam,0xe89e07d2fb3d52a4664d3c1247563032c85a9f3c,0x1e1c0ab5350ee8743cd3b99410793922a38cb7ad,29.1119,1,155
normal,0xa500b82442610abef6e8d2844b2a10674de7376a,0xd6a70cf79931ba50940ba48ebb79de62b383612a,12.7004,1,167
normal,0x602ec233c3622224b2446ba60f738a3c9c86f743,0x7ca92a98fcb1ff91154ce36b472e3390cc9f3168,11.4309,1,107
normal,0xe5ec7fe17f6c7c7f75a5b088091dc71cc2f56ab2,0x97c55dc00886f1af259b39378b7bcb85d76a3dab,7.2215,1,110
begging,0xfa9e59b262fe6c313370ce9605962c166b85beaf,0x23dc1e965128d7c20e2a0d29988229fd86470caf,3.1421,1,141
begging,0x1eaf3ff0dc732f6b155438bbb69b9afe94a5ca5f,0xd785bcabc1f637ac068bbd5c8944e43ae9165712,2.3748,1,113
normal,0x53fad6ba09396a53af980256b24899f389f6df3c,0xfba93340087a251a5d1e45943e39fda107cfd47b,2.1669,1,89
scam,0x0e8cb2cac95c6e7b5aa804fa6282dc8b0dc8e498,0x16929177b330ca9d4868cf2b11a3a1bfc52c09b6,57.489,1,146
normal,0xcf8628543062df2b3f5515b2aa9fd263d2092386,0xe9eab2c6ca23247d4cee1edc52b09f3dac4aada8,11.3458,1,113
normal,0xdc517c8d5a6cbfaed47f6d71f8b2cbac30845103,0x7c52b6e757b0c36db12f2f778168058b20fee6e4,16.8557,1,122
begging,0x0943dd0a401ccc8becd0c7f45ec47492199358cd,0xe7b34edfdc9999cfa2ded76db7720f5f1583ef13,1.2978,1,118
normal,0x6e6849fdf1708329bdebff283888ebf63f9307c7,0xd19cf59e08e9943d897efe5a3d6d94a24b978cbf,12.8915,1,157
normal,0xb8ecf9e8086e744a14c47a2687d1130fd1b84a65,0x778b8f44aac7ccef49bae95b8624b98dd3fc6c53,10.2503,1,127
scam,0x576f59f84ddc4615d23af15876dd0291ba9ac36b,0x2c70b1cb499d944cb74705e761f6cd9d5c98246e,6.7437,1,147
normal,0xf9735447c900739d48d8616b42e41bd1f7964fa4,0xd00a64d71fb56af3684f05b38f0a8b53df2fc1ac,9.4887,1,105
begging,0x0ca34b5be93609024032dc11b36c44a959212f78,0x9485ebb6fd9464cbabb7610931815a020e400338,2.2847,1,110
normal,0xb70f5a7a0f51a593391b44c5dd535cfcc0de9738,0x323f0800efe885eeb830836d57e1d88e2442caf0,7.4714,1,90
normal,0x18942627edba83c5b1af82d46f137cdae0e8c337,0xc5fcb517723d3479206839efeef0bd2f8ec7c4c7,6.6913,1,103
scam,0x1c04ad13256077a694583e69c6b418be9e7ad679,0xc73e0c6566dc93dcc09d8dde1b54018a7c136f8a,47.9235,1,234
begging,0xfa9cd367cae86a2196668a1cc6e8a758e816b845,0xfeb6378af228c44f7bc363506ee2591416bccba2,1.2019,1,97
normal,0xa59265a89b7715683f33ef358bbc895d2ca7cbc4,0x4e80985a2d9e18a2223feac7302f37d413804d93,2.5984,1,164
begging,0xdc816cfc08fb6c438ceb896dcf650015c07549a0,0xfe242bdb46ae275c7b7b76fe48527229ea6bf2ae,2.9751,1,156
begging,0xc7a6c8814172694e756b0cec350cbcebe326b598,0x377b717039e5bc5b2a80a5caa852d07a4fcd2d58,2.8711,1,108
normal,0xc06c66a1207687c2882848d7052489866c1d29b9,0xd46dd3b229fc55b1569a910404f3a82b4e631101,10.5045,1,133
normal,0xb90742e4c497c0f900c73bfd338cf344a1ec7ae1,0x6039b131223e4ef330b2667b1e19f036b062ef6c,33.6973,1,160
normal,0x68fc79cc10e3a7c2e26a83d4a142d3175bf9dc96,0x8ad45603734a9fe26d127903215ab104ab608bd8,10.2648,1,123
begging,0x9c3a149287feac6b8301f0c9c3fd441a11024f33,0xfb7dda79e5dc78a50498b518441c622dff42c3e4,1.6573,0,86
begging,0x5f09ffbbfa7aeb1e164fc1255b61fe63de8df12d,0xbdb65d4890a12c8b611a70fbc1ef485162b3b01e,9.6731,1,103
normal,0x1510c63bed0338409f3365b22132d85c52028cee,0x96e6845312878f5f2957ac13538777e2481baf3e,8.08,1,107
normal,0x8666d17202b54d267bbd912e838a647737713fc7,0x83d6b7f2661564d4a5bd3a9279e4fb5aa27675af,16.3884,1,50
normal,0xe5dbf561008b5233dd35429970f91d477d1cf8be,0x04ac2d1172060a8e20eb50ab9194d2780e99a42c,3.6584,1,81
normal,0xac0082b4412336833a1e68745ac26e31ef9b5762,0x8c118a9699667766aed22b12159dd0617b533b9d,3.1521,1,112
normal,0x79cccecae4c7835f1a6ba557e3cf674a13b4c621,0x3515973dcb1ecee84d0b7ad005d1c05c8ca36d80,7.5987,1,111
scam,0x3d93a13abdf69a13b6a1cb20a2841ca7f86569bc,0x691aeda976e68cc4afd36c5853e761c3dc4fb81b,44.9001,1,173
begging,0x75a9c97f2bab3b928b6206e32010894c1982e1a5,0x1499bae7c0a056869d35cdfd22e9acd90ec5abc5,6.8516,1,118
begging,0x9ca8addaa2de50dba2369bb6a970647c18532655,0x3025e999721eda87924dbb79bb8f42fe269e9de7,1.6346,0,102
scam,0xffd0af93e3570caac85652b2842369c8c22befcd,0x84de9d9aecb692f249469fa48ba1ca0ab221a55c,15.3499,1,135
normal,0xc580fc4e2f106d7886e59ecc197e7a3fa154d51c,0xd2010c965c19092750f50cc99319717e317434fa,9.0294,1,124
normal,0xb221ecd76ee050cbb60e5ff3c94ee76b51d221a4,0xdd4627652e62907a779cc8e4e6c7b0e52a91b570,9.1134,1,119
normal,0xda5b1738abe9d81bb5531406b40869436a2b4747,0xffabd1d25a82472ac16519ba5b39c84839e1bdfd,8.3279,1,124
begging,0x078a6245ff72a44e6c89c70a93627e4a64f05d78,0xf58cf57870a8df99468c755373e72da85367fdcf,2.6741,1,76
scam,0x1f620e5d487d2bf78e1e917309fdf58b2b116c36,0x1bfc74661d0c6059601cf1ad71f6619615d1edac,80.5262,1,73
begging,0x772f1ca3f60298c2ea0ea40d1b7df5900c3d2573,0x04ae8204c566efa2761359f70ead4f15281fe0b5,5.0685,1,38
scam,0x72ccd071dac9cb6774139bc6c8fe702acb03d7ca,0xc0932b9e4e7a2718686b816849edc7c80db6ce19,26.8386,1,169
normal,0xad356fa8339f5d3c5912b8b0fa930c000fc72e93,0xe53a522ea5967aaa5b973c68698dae3ad8fddacf,3.3694,1,96
scam,0x686f9b8dff58d02225dd6dc70c0a2f524b766b8a,0x6608339bd1d1efc8037438f9bc0bd1d097ef428e,13.9867,1,177
scam,0x858016a3c52e7ed5b57ffe5c3bd72181c19f57cb,0x25e6f86359e21047dddc32ff3af549e8f2652729,51.1969,1,230
begging,0x06c6a20c3ced675b3cccf62f6806912d684b96de,0xe33634071c0e7f79fdb74adb5bdfd3ce1b30aa98,1.9113,1,71
scam,0x1a00857a970d29a3dceb7474d7d0a83eb0cdbf8e,0x8dc182108a7dee3ae0bff219713dec8ede6b1df6,11.8874,1,199
normal,0x20e39c76fd7c2a5c25e49af2f819c0ef3a63d2e0,0xe745e192e10021478e0140d269b48bf23aa18c7a,7.0605,1,113
normal,0xf5470ed08a8dde02d044a058b8cc0784636140d6,0x46a1d0e75572105f9fa4ec75a4266205a0cab639,14.8451,1,133
normal,0xad63623432cbc5966db5827ee0ea53449b69e93a,0xe630a0c371ae3c9d85e665657b5b17a49edb8276,28.5735,1,89
normal,0xb4e68484ba96ba3c4a8d22289bccc924677f94ac,0x23f341eb203b387c10aaca31469048ed6044f271,13.6696,1,110
scam,0xc5e44e4f0ab891dc83075d06a8e0c65af502b21f,0x94977e82cf5112e5099da016903c331888cae30c,3.7819,1,250
begging,0x3a0b183c809894c8392d6570251c80ed2a9687bd,0x2d6b90a8ea958c35b6547753dbd61c42c32470c6,2.0931,1,116
normal,0xc8f94acfd310363e80839689a9f28b4d810b239c,0x68467ad91bcdbd4f0a114b9fdb349cf373bd1dae,22.6699,1,67
scam,0xe9e12ae0190cd98851f63649579b59c2fe09a72f,0xaf556f7e534d48a11aad7ae8bea6362c6ad0665a,5.5821,1,250
normal,0x820945a12cf3f9055ddd5cad9e722a60a53193a4,0xb5b77497bd7c0bfefac0cb30e149cf31a1e5e59a,2.6447,1,103
normal,0x8688b6e573530669c0d538f9c05ec121d00f70a0,0x0aa58b4ea2b7339a54cc3f561f13db4c0a50c9f7,6.163,1,131
begging,0xef693cf59eef2ba253ffd87600734c11f0a9067e,0x01e7c08ad6b2afda144b1b0f1acebdf1e595fb65,4.419,1,89
normal,0x1a5b8b42309870df82df3e412a4acd51152da43c,0x30dd75316c37ea78f6788133cc1d8c574adc3e9b,6.9969,1,118
normal,0xd62ede4328a4ffb75c081053d9ba769dc6046811,0xd9055a085a6a2a0a3c2e4b746ea8e4716200f870,40.7994,1,140
scam,0x7d064f7609e0b3e34d2d36457573b35033ff736d,0x760dcd38bb5382448fe8da5c1598cd3289e78c01,23.8281,1,172
normal,0x17628c144a49e0a59d53fe5327ea424336d4da38,0xc0b7a800cbf8540e189f6f1b9e0aa2f602c4f0ff,3.6623,1,123
scam,0x87e631ec7d289a67775190a36e820c6fa32a375d,0x4a6471177317fced0eafad605e29314deaf76a40,24.4308,1,140
scam,0x3e46adb836fe7adeab5412139be20e82ca257f47,0x56e3c4d905f256c018d7150c3444f928612ec0ff,149.2427,1,208
begging,0x33a0cc5d112398d43a76077541426935b60fd298,0x23a1d2fb1a3f964c7de2027940c34c8634fb82c3,3.0895,1,114
normal,0x20462c6418069ab1c1c203de547431a5a1137679,0xdf16156748bf44618f4234525eaf2d9ee1a8bcd4,4.4699,1,135
begging,0xa09b4082ba4811a8d964f2e93e8970797bdcfd14,0x7f9f5c844d296da3b28449dcb75bf5236a1de01e,1.0828,0,58
scam,0xb53248158301f98b402498b6ee15a37d11a935c0,0x4996ac94953407b801b5909a958e68c7c49e3a8d,14.1822,1,187
begging,0x0d0f5b73f4e0eacd7be0f8c67b01cd36f803f3cc,0x4086ead767f95fb5d8968e21c8da1ddef05b4e7c,2.0022,1,54
scam,0xe6123fb7aafd10bd562a529bdbbbd1049a6b1a44,0xfef1a44a774d6b9c5aaca90f498af7c5b6a0afe5,76.8082,1,144
normal,0xa908d5ccca9d9c4a04b43ab6eedbdcc096c5e70e,0xce2e630ae20e553f01447d424c1d06fc09ff7e60,4.6433,1,198
scam,0x67230ee6fd75c8698054f255068385cd8608cb1c,0x148952de9e2204a602e143666bb742b82d1aa610,22.0943,1,187
begging,0xc7ab201252c53b990d661c4759405f08dbc8738a,0x03249b450e131408df3a9bf6a053e36bdee1474d,2.0384,1,93
normal,0x2ba36e5971dbe2bae4346ae8c8c287802a983dc9,0x6e88eecafba19b78b80b6b5b1dc53e7ac84a926b,2.7657,1,149
scam,0xc27ec15639121e03d6b813b9b3edcf8bd8da3040,0x0efcf61ebcf168125e28032939ab95f198df287c,19.3949,1,250
normal,0xbc06ffe714b74e7a7290ca5168a4703496bcc1c2,0xbf6cd2c2e2172f33aea6e3bf658fa76d998c438a,3.0326,1,107
normal,0xe48f1931dc27ae385fe37c66b4e26e8cab223adf,0x925a913bcd455e8d53a729863e62e3573045fc32,14.0509,1,149
scam,0xbaf1d6f8bf1bd4b32cdae10347ee618f8aec58ce,0xaab5e5f90b2fe980730cc1d6dc64ecdb48c0aa73,3.4457,1,225
begging,0x8531beccce0268fdc0319adcfad732e67ac04a34,0xd3113a4c3fbc705e12f9e5338de659cd94182bfe,2.619,1,105
normal,0x716be6d38849000ac180c6cb5f20b5acbb128a41,0x0fcd123bc72e208beceaa51f8328cd5def4203c1,19.0144,1,123
normal,0x5b4d4038fd2abe776c0e0787f619ff98174f639e,0x1e0c7357a0ca0c3f2fb7a0c1013dfa16e87b3e74,13.3545,1,152
normal,0xc6e127855a89518f7e41d42b1499cd15ca35f500,0x5ad447660abc6c778522e0e92d6013a6c9205450,6.5691,1,138
normal,0x4e8883a98e5a7c36b3da48abf016255a8d2245ae,0xbeeb08f47d4b2def2d3a82feb71eb8a8640354d5,12.1914,1,126
begging,0xb20920b370f524cb757f9ddf2301cffdd462e04b,0x85fa42e023d76a6fc7c6024ebf5af7febd61d823,4.0929,1,93
begging,0x8746d7796189b82cc548d6a1bb75ed4189f47511,0x67688431050601e3507d6a3fc7ec44f639c736d3,1.5832,0,116
scam,0xa51dab14b8f5bb580aa025478378df25f83b31be,0xd820474dc8b91c40c2e2e8891ca6554a0ae56f32,62.1201,1,176
begging,0xdc804585dd878057da8aaa73b1ba972a29d5ef83,0xc43d8540b602426cc42f96e15e1af5b79af2d6d7,4.3455,1,77
begging,0x833ec295c0d95fa50117217c26d8024fb486c8cc,0x0025a5d4b07c24459ae363bf31cf31e2d292f889,1.3464,1,102
begging,0x6b901339c977fb2bb92a7fa5ce5c928f1adacdb5,0xc4b27ae3904f9c70db208a94acec05c53f16495f,3.0376,1,78
normal,0x566e99f061a086fe9dfb00227f7d5ede5d9f20c0,0x100efc7612a23d6463d7ed903f2f66fa9ace15a1,7.5179,1,124
begging,0x86635181c9f4849a2a0f9bac5a9ac2ef8c1e44dd,0x176d65bc43e70c1e270c4bafdd5fe9e696743fb4,5.604,1,94
normal,0xff6d1a6cc70d109cbf195656eb6aeb940a3a3b7d,0x6d3fb59eaf33c7850d699d67229ef844af70f7cc,16.5674,1,128
normal,0xbe16113b5eaee8254d8f8ba4c91b4f04b41c8968,0xdcb04ba2d3c3d3bfd16bac21a4f335fdefa9a606,9.5601,1,151
scam,0x1385efa3210d6e35d054eb5c62bbd2cca6bd0bec,0xb22fda2d584254d7d34b91d0a53e11aace569810,68.2496,1,152
begging,0xf6647fc12bb6636eef3c0f7311d14b620c030c07,0x81dafdb271e9cc486e0be001dde4b164c4fed395,8.5801,1,80
scam,0x8eaef23388d26da21340d763c9659b41afdb8a54,0x3b1cc12a21390a7f1365471e33ac7bbe769f522b,3.7366,1,109
normal,0x90144950d9db39ff756b33d82b7d7548a295bd71,0x01d4c0650b7b32ea7e3a1cfe2fd587d336b1e53c,6.7253,1,111
normal,0x68b6b35f8b599e10c87950a503ee752fb063a610,0x4f9a35e83148a9375148f9802bd91811c1dea8e4,4.4625,1,88
normal,0x59b387d608cdf8b24eee97e44ce66a31f8b42490,0xe33b1d2581f7c7943270b86ad03c39a9d00380cc,8.8085,1,127
begging,0xd03bb76d4766ee4ca0c5ed642dddf9508ea066cd,0x203cfaef73f97486938877d0870ffb70a162a66f,1.5916,0,107
scam,0x218953009033ea5174770a738b9d26981f1f0f4b,0x50ab1e35ced93402a98f846056dfa75ec2b72cf1,53.7489,1,171
begging,0xaca772790c072646d43602a0ffa7ab6133b64ae8,0x7c75126adfc95dee4e2355d24cd101781db1ef10,8.6267,1,73
normal,0x8091fa38837e16feede2f3711e7a6d001a7a70fe,0x1dbf1d6a364a756ff2deed9640d987c09484a9ea,10.1403,1,134
normal,0x5b5736f0b533579bb825180b510b4424e1304608,0x5afc093a4b555ac5187f74308bab820ee7d3b15f,3.0073,1,122
begging,0xeecd3ea87c561dfb8460e71ed98b4affe90f7f98,0x6fcb2f86a3e86bc99f679b16c29bd29b86599be0,1.9906,1,76
begging,0x59c8b3f179775bbf1dbb5bdf4f79faaea1b58380,0x3e6f0705e9e65c3c973faeb35b0b5045ba6752c4,2.1213,1,85
scam,0x50c78cb6f4c6730c241655a3c648416215ca948e,0xf1c629cfec5a42845c42a0ea67e0fe11653f5a74,83.1382,1,157
normal,0x3f05db04f6d22818f5837b090c87abb5d0813418,0x63daf6572665293e36e659d123890da35c516e22,11.4792,1,108
normal,0x267f5c8f4447c8586bddd02f2e9084230f21eef3,0xfbfd9ff6f485121e9b490880fb5b31ed3ff66083,10.4025,1,74
begging,0x3d58a9f2c70da6f14cece25e4c0232e4ab42aad8,0x2b771d6205bfe0adc030787051afd87e3b557f14,1.7859,0,94
normal,0x6fa98995744274172bcce9f12e013777b633b21f,0xb35e63cdb83c662441100f81fe3454e9011f0395,5.877,1,108
normal,0xe38195ebd3194b941763e47451c9120bf451b28f,0xd4c729fa6567137f240c8284bdcd5641e1e6915e,13.2031,1,152
normal,0x4167de25392d9f6a1d7bbf44ab5916ea25c2fb8c,0x5f6d26314fd09f4f2011c2ebd6763bd38e1e3078,7.9736,1,96
begging,0x550689e9d694484df472c729f94d56956c2609b6,0x496ce4fc083626cf3e961e40fdf7e8bb6278fd8d,4.2294,1,66
normal,0x4cd74b3190eb6e1b0cab4ddeabccd0d280e8a394,0x1b2605f145b091a270ae27dd7c746e0e3ba54d40,6.2819,1,126
normal,0x639564dc79534bb72b0231aebfd340c790ac0562,0x2fea78d6fd2e43b018fbe80d5facba6b8dbf2453,0.7893,0,93
scam,0xd6711175df288ec85ab02d42fd0e617170a0df97,0x86147741ddc3075f6199f6ee2ae716729077ca37,12.3118,1,221
normal,0xf3860bb191e1e50126c03ef94633e42f07033895,0x0dc02a6111316d37cd1c5614b969b20c6094cdd4,2.8646,1,133
normal,0xac38e06787909ed80fcf2063b2d5a67e27f26fb9,0x462acfec6f9099f617924104a59cdb18b9829896,13.6462,1,153
normal,0x212182d6b6636c7140e0d6221aba2e4ca454a51e,0x9be1c7b7e07f56f041e7d5a26e29da92185d2406,11.9883,1,141
normal,0xf9cc1e4f531bab0371c3f3a7c5fd591ae4d1fc8f,0x94ffb0d31eca6f8e7998e673cc3225c49985d806,19.0425,1,155
begging,0x8ede4fe82c901f05e8747336d844c179453ab511,0xc80597ceca03a65e7984cd9b1708e9f36842c3d9,1.9648,1,102
normal,0x9e6c34794f00566bf7ac085160a5c335407074e1,0x175f4a8cd01c5a096e33ed33e754765c15fd77bd,8.0287,1,124
scam,0x1ed84a90bce1e42d7cdffbadcba5ff2169e9ac87,0x490b3c77cd6a12377588f55e98937b57f1b80d94,10.0791,1,199
scam,0xed705c747485dc7a0bacf2064018e4508253bbe6,0x5753122b3a6840d20255b7f039440962c12a95ca,20.6713,1,231
normal,0x249ecdd0a255a2a018639f4fe208e139020f7f1b,0x0fa467de8ba413c5c2906d651d4b12b67be1c7c4,15.9974,1,75
scam,0xf7faaf3a95432d70121ebdd6e26aabdce8919e13,0x9090021db30cc64acdc8ef5179cbf3ae87c78ab0,5.1559,1,209
scam,0x2bc31261330dbc0f267ecc6e2e205d11ea9778ac,0x446863d3abe8673577635704385026e9dbb62b77,89.5801,1,188
normal,0xe9fb5c413aeafa56681e71dab6f8e19cf9361ed7,0x8e3382a9dbd59ec49b7ac61db4a19d4aa20f0bf0,10.7464,1,167
begging,0xea190380432eeba40b98116196d13edd9a2b8136,0x79ea8ee96f31dd4e305f9d91475f886e53c49d0b,4.9753,1,53
normal,0x17d9d3e08e158d52f279d37401b599edb68080f2,0xb771c8bca5338feed351be94fa73d417b2093cf3,6.6028,1,125
normal,0xaa80aab9745bfbb3dee632cbda524d7403a49877,0x1d8beeb4914408ff03cb928adb50e1b49dadeb43,7.0001,1,125
begging,0xd83b70add3b3dcf628401b031e737ccc36e4e965,0x052278b6dae32f1bf5345685c113cfbc5e0dc089,4.9408,1,51
begging,0xacfe2a3f3316596d797ff34c5ebb4991d2cf910b,0xf25cd62f9a953ce4c197cb842dc1596efc1a372c,3.266,1,76
begging,0x7b4c3084fc5ff4a98abe2ec0c5a09cda52a84484,0xd16396c9a375d080025ed7eee900e1a2e52b5b0c,5.9463,1,88
normal,0x7cacbffa3639056b75f55c62a22944d8597e9cf7,0xdf6b867f47152cab12ade9626a617067e8c9d9f5,2.7437,1,107
begging,0x53cf631139b4696d56191e64b0297938a6849c6d,0x530a2e05c2323d48e855536187cb8f0a67d45848,1.3178,1,35
scam,0xf49722b6ed30d58aad339794ee1847eb91375c48,0xed679b085d38d3f453a65302f2d4f46b1e79419d,38.4222,1,219
normal,0x4b419b84d44a2d3cd5fa803f9f65d69840d1f4fb,0x3c3acce1e6fadff59a9a01b0e86366bc2d4b4156,10.7045,1,103
normal,0xf108cc9444fe05daef6ffc0501126e6dc0933e7a,0x2570047c983c4c3ffab6a48a594ca3dea01cbcb4,7.7238,1,85
normal,0x673475c863b7d1c8aa28241e1ae2128688adc475,0xab903ae002f5e0705a07ec489c111e18e165ef16,32.8728,1,87
scam,0x0c32182c26c6c0556e1ad149a052ad590e1774c3,0xdbc6e2f94e76b392ea18ba2507bc145a7ad02f10,49.2982,1,171
normal,0x4eba9b83a4ab2f5aafe148d4cb9c818614447fd3,0xf795e6f04354ce0b6de967b8d163d10656412586,3.7581,1,163
scam,0x2f6613afe52be32d7f0eafef330cfdc13bb5a5f5,0xb200229fdcd702d715457a68c7ef918a7e772816,33.2981,1,178
normal,0x5cb6e9e5eeacd1b58498b01126fc7c1908233211,0xefe1ebeb39535d985905f993e82ace9ee306fb89,11.472,1,133
begging,0x6cc87a914feafd0cc4edd146858b04e17076b4d5,0x17216a0b5e3220ff7b8c74cc98220a8730836c2c,3.4211,1,105
normal,0x2e8fabd4727166c58d000e6852c956cc10ada912,0x71b504dd4f76951f0d477146afff3d96d47cf818,10.356,1,141
begging,0xce69ff8255d3181ab0929f34704d0670a9e48505,0xd53b5e3f15a40c4ef74ece1a2fac5d93ab52b6cd,1.6236,1,88
begging,0x2a829a49fd17d0a41c6bf034f538f133ff8f4503,0x41ef8782395c78c8986426b4bb4ce815fad64103,1.9383,1,135
begging,0xd26c9d54d5bc98e5cd6d46aec578f7c1f35e73ec,0x8dcea2396de99e2fbd635800cd7bbacb5dbdb3ea,1.8768,1,89
normal,0x9a22b006cb347ac4d027d1c68419955b1a458bb2,0x6ef7b56a8d9efa1e26f71f5f71d76d07492b4756,16.2558,1,100
begging,0x869996306a01a3e879037c6d1ab42aa18ea0ddda,0x6f21e55234df571c7f2542fef7d6896982c60282,2.3668,1,89
begging,0x034cdaedefe06259e01bad1fc10bfe2b6eb12555,0x8b2be878b2c5aff40fe52d2e767d196d844f97f0,2.1681,1,29
begging,0xa97b94c1cd261ecb7917d6df6a374a6da5308f2b,0x05e86ae2ee797a5c13538b63fe50fcb5575f01ca,4.5347,1,62
scam,0x08885b9de365fcfb0ddce53544aba29c5e4195d7,0x769ee57c548d56688ddc21f019bd80fe15bb2c59,7.6371,1,178
normal,0x799423b5a5b9be0e5bb32a3fe5e8d56224f5d949,0x2751a284fc8c652a96033340a2f5d974fbe64cb5,48.4929,1,119
normal,0xd91757aad2a4605669da665382eec505278c0a1e,0x7601004b3cb9e1f76dfccc909dd709ec89da8691,7.7317,1,120
normal,0xe65db2cc15fc5d639a6780808d1d9c2f066dc67d,0x4c6da65755a23cd8a5add64426de06bf128edb25,4.887,1,121
normal,0x64b930a94e7fe7cf42d3cef5414932fd5c9d6a33,0x3842dd5ac3f3496645ca085246019117732d2f38,4.4766,1,111
scam,0x2cc1cbf6d4e39d338ed3f5004fba1ac7ac61d4d5,0xc54157c5e2ed90063aa20555d7ce81684d1ff9b9,53.9945,1,204
normal,0x63adb0864f9be675097e1d9d12a685c9af08bd28,0x51382d1dea723205ad2334e69c8e7f23cb74072b,24.0359,1,147
normal,0xafe30ae6d01153480cbf9d34592028b34a7b2ddc,0x254a72fa7cf7d2b8acef19bfa54be33d06f8f345,32.0849,1,130
normal,0x732b04baae93dc792568f18b0c3dc6ef9a776aa9,0xd7b812fc120b589865548937901bb2a4284c44d4,16.8885,1,139
normal,0x8dcf7215c0cbe432559778543029ffbcad020eb5,0x2ae60a2b38e62d0fe8a036578a751f02448f41c9,9.7784,1,148
scam,0xc3a31748c744e00b3fa07ec901e58f8c64c69b60,0x6206e2e9834604bfc114abf89d5cccdc70a25233,160.0139,1,152
normal,0x1b9a6af5ddb52f0f93ecc55abc8ee556e56ea881,0xd56d717325e6bb8cb1978224963ce9f1660df21e,6.968,1,126
normal,0xfcd529c597ce5cffb122caadfd5c9c91100ac21f,0x52b4a1d4750fdf6cc4a759e9d4b6b8f370e5e8d3,5.7202,1,105
normal,0x164fdde31371b656ee3152f20b22710996cf31e1,0x9dc83a8dcc7f281edbe958d01151aa00960a905c,4.3837,1,104
normal,0x7b964c387272166ce63dae6490c6809aefdce8df,0x6e82b2e70b9ca0d2b6a25d042b0fff924f8c3168,8.8725,1,184
scam,0x7d5f11121fd60d6be33d72946c67d3a67b7abdbe,0x9ecd91cb93b720607775a7943b91280331d1930a,7.8994,1,210
scam,0xdce4a2039883146f81d61abf4b94d657a90f2574,0x0b8241929178379890e1cd17486f07ef150e3e1b,20.8635,1,184
begging,0x45e1efa4e6d13a5453fd3fa17e7a92f2d283c3d3,0xe5a86add98ba8d657fa5cfd240de0e059900ad7c,2.1146,1,95
begging,0x731b3656e7abc1a6b7f09e814ddd70edf7f5137a,0x6f64ca6a02f6ab754bcc80bdbd1f42e4598d02a8,2.39,1,48
normal,0x91ba604ba0aa1d24152dae7fd8fe4783123d727d,0x409d905f3799824893a99a4fa5f03a5c7483330d,17.34,1,146
normal,0x7cd70ead14bf6764dcb74fb9facb9ca978c8e76a,0xd98f25d21738325e54f2b7217d2c8737bf7f1022,3.8266,1,76
normal,0xffaa235737e204f762e58752ce0edf173f6368ff,0x2725416e6111f7f8bd1756d33aaeff92e50887b0,3.0245,1,180
scam,0x3641cfd8860e5ae689140dbefb4e187aef26f3f7,0x869029df94570226fa95b26ad1ff1fc433d28639,59.0675,1,178
normal,0x40298924abf623bfda0a3d4dd3d3ca4d21c49232,0xe9260105e7cad2be50ee50ea1266630d3424217e,2.8775,1,102
normal,0xe24e903935d6f0ec3ac066796e900929b9cc6c44,0x94e2c8dd12e94b21e82f2aef348f64446f622a8f,25.3703,1,161
normal,0xc054ee3d0d1fb9f86cac9211bfaf4b9f9affbd82,0xabedcc37105d745aed2aa963b7afcbe176836f3f,11.9549,1,99
scam,0xac3096d82de74185bab3c8c03e6d1e19cebce6c0,0xf7cdb0f20c1fc1cad41a1fa8f574010a1bbc5b07,11.5848,1,153
normal,0x69f63d5d4f2559701a1ecb2ae0e564453cab68fe,0x26b3d0fd9ddf5fe17a78b6e114c6a9ea7f532467,11.321,1,111
normal,0x4311720b01a31596d6baff7b06d5b3904a375af5,0x48779fd714797aeca240451370697467b2275a39,13.204,1,108
scam,0x73be37b1adc542f7451776b41528b30458ea1df3,0x06497cf779fd87846563faf058501fbcb5e1913f,2.1502,1,189
normal,0x8494e2f336ccabd5803c6bb03df4db61df0c651d,0xff0cc469e2b2073ef13cc3b42f863e57f64f9511,7.0027,1,86
normal,0xbebceeff25bff7c9c325d371f08edb286962f06d,0x84e6a5ac1513f7c8a76283394dc74d19de24bf17,15.8807,1,82
begging,0xfab9078cc7ff0c897fe05c43a7b14d088687e45a,0xa6829a36bdce6bc8c4100a304b58ed40f6cf96b8,2.1515,1,98
normal,0x821345235c63c774be38ebbab79503db70c877a1,0x8c32ee3290feb2193d08f3b095399dcb48bafcb0,3.037,1,111
normal,0x68dce5ac888091bd6acd76ed0671a63544432480,0x01a2871ca4ce5a758fb576518e19fcf80693dc90,9.5236,1,81
normal,0x653fc2b262d0d4c720a85ac8f86d233bb03cbdd5,0x5f799a1a28834360612506d868f3725ec83fd7da,7.5272,1,157
